id	Inactivated1	Inactivated2	Normal1	Normal2
AAEL021781	4	4	4	0
AAEL007010	160	147	389	12
AAEL026687	0	0	0	0
AAEL022749	28	23	11	4
AAEL027618	0	0	0	0
AAEL023996	0	0	0	3
AAEL024571	0	0	0	0
AAEL021435	0	0	0	0
AAEL026904	2901	2507	2881	3544
AAEL025974	3	5	8	0
AAEL021780	8	6	0	0
AAEL022227	0	0	0	0
AAEL028765	0	0	0	0
AAEL024871	63	86	42	60
AAEL023401	0	0	0	0
AAEL024459	0	0	0	0
AAEL020853	4	1	9	0
AAEL022406	18	37	21	41
AAEL027046	8	14	16	11
AAEL024910	0	0	0	0
AAEL023576	3	3	5	1
AAEL028227	0	0	0	0
AAEL020064	0	1	0	0
AAEL022209	0	0	0	0
AAEL020591	5	2	0	3
AAEL025189	3	4	0	2
AAEL021416	0	0	0	0
AAEL022362	0	0	0	0
AAEL026854	0	0	0	0
AAEL026033	0	0	0	0
AAEL022349	0	0	0	0
AAEL026869	0	0	0	0
AAEL023270	1	0	0	0
AAEL023661	0	0	0	0
AAEL024734	0	0	0	0
AAEL020121	0	0	0	0
AAEL021229	0	0	0	0
AAEL024542	0	0	0	0
AAEL021373	0	0	0	0
AAEL026969	0	0	0	0
AAEL027999	0	0	0	0
AAEL020262	0	0	0	0
AAEL022164	0	0	0	0
AAEL027306	0	0	0	0
AAEL027861	0	0	0	0
AAEL024856	0	0	0	0
AAEL013135	49	80	35	63
AAEL024747	57	84	76	54
AAEL021729	0	0	0	0
AAEL027181	0	0	0	0
AAEL027095	0	0	0	0
AAEL021057	0	0	0	0
AAEL022620	0	0	0	0
AAEL027882	0	0	0	0
AAEL023604	23	40	20	32
AAEL028809	0	0	0	0
AAEL022044	0	0	1	0
AAEL027366	0	1	0	0
AAEL022969	3	1	0	1
AAEL020026	36	43	20	43
AAEL022723	0	0	0	0
AAEL001289	121	83	54	76
AAEL023869	0	0	0	0
AAEL022172	0	0	0	0
AAEL025212	0	0	1	0
AAEL025737	0	0	0	0
AAEL023118	0	0	0	0
AAEL022802	0	0	0	0
AAEL026424	0	0	0	0
AAEL021327	0	0	0	0
AAEL020887	0	0	0	0
AAEL024600	0	0	0	0
AAEL027750	0	0	0	0
AAEL023281	0	0	0	0
AAEL003448	0	0	0	0
AAEL028966	0	0	0	0
AAEL026022	0	0	0	0
AAEL022521	0	0	0	0
AAEL028810	0	0	0	0
AAEL024966	0	0	0	0
AAEL021091	0	0	0	0
AAEL025703	1	0	0	0
AAEL023712	21	30	26	20
AAEL028801	0	0	0	0
AAEL022577	0	0	0	0
AAEL027184	15	8	10	15
AAEL026607	0	0	0	0
AAEL028109	0	0	0	0
AAEL023454	0	0	0	0
AAEL023119	0	0	3	0
AAEL022928	0	0	0	1
AAEL027486	0	0	0	0
AAEL025146	56	48	23	5
AAEL021335	0	0	0	0
AAEL020429	0	0	0	0
AAEL027639	0	0	0	0
AAEL028656	0	0	0	0
AAEL023131	0	0	0	0
AAEL022290	0	0	0	0
AAEL026808	0	0	0	0
AAEL021185	51	90	72	82
AAEL028837	0	0	0	0
AAEL020291	0	0	0	0
AAEL022198	0	0	0	0
AAEL022015	0	0	0	0
AAEL021197	0	0	0	0
AAEL025660	0	0	0	0
AAEL025038	0	0	0	0
AAEL023807	0	0	0	0
AAEL028028	0	0	0	0
AAEL022889	0	0	0	0
AAEL022434	0	0	0	0
AAEL021837	0	0	0	0
AAEL021847	5	2	2	7
AAEL025286	0	0	0	0
AAEL022582	0	0	0	0
AAEL027178	0	0	0	0
AAEL021172	0	0	0	0
AAEL028735	0	0	0	0
AAEL024607	0	0	0	0
AAEL020168	0	0	0	0
AAEL024912	0	0	0	0
AAEL028022	9	23	13	11
AAEL022363	112	99	116	60
AAEL020271	0	0	0	0
AAEL027155	0	0	0	0
AAEL008417	0	0	0	0
AAEL008416	0	0	0	0
AAEL023848	0	0	0	0
AAEL027440	0	0	0	0
AAEL025774	0	0	0	0
AAEL023282	0	0	0	0
AAEL023176	0	0	0	0
AAEL021422	0	0	0	0
AAEL022155	0	0	0	5
AAEL025452	0	0	0	0
AAEL021245	0	0	0	0
AAEL025935	0	0	0	0
AAEL020555	0	0	0	0
AAEL024529	0	0	0	0
AAEL025565	0	0	0	0
AAEL028128	0	0	0	0
AAEL023711	0	0	0	0
AAEL023636	0	0	0	0
AAEL027020	0	0	0	0
AAEL022508	1	1	0	1
AAEL025865	0	2	0	3
AAEL021287	0	0	0	0
AAEL024716	0	0	0	0
AAEL020652	0	0	0	0
AAEL020108	0	0	0	0
AAEL021760	0	0	0	0
AAEL017316	0	0	0	0
AAEL025413	0	0	0	0
AAEL020551	0	0	0	0
AAEL002815	42	103	75	100
AAEL023310	0	0	0	0
AAEL028067	0	0	0	0
AAEL024689	0	0	0	0
AAEL024927	0	0	0	0
AAEL025465	0	0	0	0
AAEL012645	0	1	0	0
AAEL012653	0	0	0	0
AAEL012648	0	0	0	0
AAEL021939	0	0	0	0
AAEL025871	0	0	0	0
AAEL022372	1	0	0	1
AAEL021891	0	0	0	0
AAEL028842	0	0	0	0
AAEL025939	2	4	3	2
AAEL027736	7	17	7	4
AAEL020393	0	0	0	0
AAEL026919	0	0	0	0
AAEL025153	0	0	0	0
AAEL025987	1	0	0	0
AAEL021843	0	0	0	0
AAEL025327	0	0	0	0
AAEL028827	0	0	0	0
AAEL027643	2	4	0	1
AAEL022827	25	42	24	28
AAEL020056	0	0	0	0
AAEL025304	0	0	0	0
AAEL023559	3623	4630	2475	2599
AAEL009314	1	0	3	4
AAEL018917	0	0	0	0
AAEL027192	0	0	0	0
AAEL028868	0	0	0	0
AAEL028876	0	0	0	0
AAEL021382	0	0	0	0
AAEL026719	0	0	0	0
AAEL021134	42	49	37	71
AAEL026579	0	0	0	0
AAEL023167	0	5	0	0
AAEL025187	72	141	154	98
AAEL025102	0	0	0	0
AAEL026806	0	0	0	0
AAEL027574	0	0	0	0
AAEL023097	0	1	0	0
AAEL002615	0	0	0	0
AAEL024386	0	0	0	0
AAEL027600	0	0	1	2
AAEL026683	0	0	0	0
AAEL020707	0	0	0	0
AAEL026658	0	0	0	0
AAEL025330	1	0	0	0
AAEL021650	0	0	0	0
AAEL020799	0	0	0	0
AAEL025266	0	0	0	0
AAEL020129	0	0	0	0
AAEL003188	19	18	2	9
AAEL026956	0	0	0	0
AAEL028198	0	0	0	0
AAEL024002	0	0	0	0
AAEL022449	0	0	0	0
AAEL021498	0	0	0	0
AAEL026083	0	0	0	0
AAEL023595	2	0	0	0
AAEL027544	0	0	0	0
AAEL020987	26	23	28	34
AAEL023842	23	35	25	10
AAEL021515	37	53	3	9
AAEL025473	0	0	0	0
AAEL021761	0	0	0	0
AAEL023767	0	0	0	0
AAEL020913	4	6	1	2
AAEL025470	0	0	0	0
AAEL022708	0	0	0	0
AAEL026416	0	0	0	0
AAEL027279	0	0	0	0
AAEL006570	0	0	0	0
AAEL028819	0	0	0	0
AAEL019322	0	0	0	0
AAEL020358	0	0	0	0
AAEL026822	0	0	0	0
AAEL023181	0	0	0	0
AAEL021150	0	0	0	0
AAEL020172	0	0	0	0
AAEL025897	0	0	0	0
AAEL028888	0	0	0	0
AAEL028863	0	0	0	0
AAEL023503	0	0	0	0
AAEL027996	0	0	0	0
AAEL024633	0	0	0	0
AAEL022031	0	0	0	0
AAEL025680	121	179	99	176
AAEL024506	0	0	0	0
AAEL022966	0	0	0	0
AAEL020784	0	0	0	0
AAEL028139	0	0	0	0
AAEL023502	0	0	0	0
AAEL022616	0	0	0	0
AAEL021090	14	29	14	28
AAEL009306	0	0	0	0
AAEL027062	7	3	7	5
AAEL024586	0	0	0	0
AAEL021894	915	1148	782	738
AAEL023027	0	0	0	0
AAEL025944	0	0	0	0
AAEL021317	0	0	0	0
AAEL026805	0	0	0	0
AAEL011968	0	0	0	0
AAEL008266	0	0	0	0
AAEL008267	1	1	0	0
AAEL022713	0	0	0	0
AAEL028668	0	0	0	0
AAEL028771	0	1	1	0
AAEL028730	0	0	0	0
AAEL021348	0	0	0	0
AAEL025081	0	0	0	0
AAEL020115	0	0	0	0
AAEL028143	0	0	0	0
AAEL021655	0	0	0	0
AAEL022327	4	2	1	0
AAEL026506	0	0	0	0
AAEL025314	2	5	4	3
AAEL021453	23	57	9	35
AAEL024239	0	0	0	0
AAEL028916	0	0	0	0
AAEL028692	0	0	0	0
AAEL020297	0	0	0	0
AAEL024169	0	0	0	0
AAEL022523	0	0	0	0
AAEL023031	0	0	0	0
AAEL027395	0	0	0	0
AAEL026279	0	0	0	0
AAEL021623	0	0	0	0
AAEL026327	0	0	0	0
AAEL022078	29	41	27	35
AAEL025466	2	9	0	0
AAEL023192	0	0	0	0
AAEL026757	0	0	0	0
AAEL022228	0	0	0	0
AAEL025336	2	0	0	2
AAEL023412	5	7	2	8
AAEL027548	0	0	0	0
AAEL001224	0	0	0	0
AAEL020979	0	0	0	0
AAEL024569	0	0	0	0
AAEL021624	0	0	0	0
AAEL022799	0	0	0	0
AAEL026588	0	0	0	0
AAEL020962	0	0	0	0
AAEL021810	0	0	0	0
AAEL027495	0	0	0	0
AAEL025359	0	0	0	0
AAEL004475	0	0	0	0
AAEL004477	2	5	0	3
AAEL026545	0	0	0	0
AAEL004458	0	0	0	0
AAEL004450	0	0	0	0
AAEL021242	0	0	0	0
AAEL020539	0	0	0	0
AAEL024622	0	0	0	0
AAEL025195	0	0	0	0
AAEL023483	12	6	1	1
AAEL020314	24	7	5	5
AAEL027806	1	0	0	0
AAEL021381	0	0	0	0
AAEL026051	0	0	0	0
AAEL026929	0	0	0	0
AAEL025224	3	10	0	5
AAEL020487	0	0	0	0
AAEL023101	0	0	0	0
AAEL020540	0	0	0	0
AAEL026673	0	0	0	0
AAEL027840	0	0	0	0
AAEL027578	0	0	0	0
AAEL023955	0	0	0	0
AAEL027684	0	0	0	0
AAEL027948	1	0	1	5
AAEL022127	0	0	0	0
AAEL029000	0	0	0	0
AAEL028972	0	0	0	0
AAEL028848	0	0	0	0
AAEL023372	0	0	0	0
AAEL021319	0	0	0	0
AAEL020332	7	3	7	3
AAEL023344	0	0	0	0
AAEL021599	0	0	0	0
AAEL025507	0	0	0	0
AAEL021601	0	0	0	0
AAEL026148	0	0	0	0
AAEL026199	0	0	0	0
AAEL020912	0	0	0	0
AAEL027662	0	0	0	0
AAEL022217	0	0	0	0
AAEL022488	0	0	0	0
AAEL025284	0	0	0	0
AAEL024514	0	0	0	0
AAEL027855	0	0	0	0
AAEL024415	0	0	0	0
AAEL020686	0	0	0	0
AAEL025170	156	114	89	85
AAEL026053	5	1	0	0
AAEL020438	9	5	1	5
AAEL026952	2	0	0	0
AAEL021364	1	0	0	0
AAEL001313	0	0	0	0
AAEL007747	15	18	15	17
AAEL027458	30	39	26	32
AAEL025230	25	39	27	27
AAEL004793	1	6	7	3
AAEL023879	0	1	0	0
AAEL024505	0	0	0	0
AAEL018887	0	0	0	0
AAEL028816	0	0	0	0
AAEL028737	0	0	0	0
AAEL021249	0	0	0	0
AAEL028134	0	0	0	0
AAEL020496	0	0	0	0
AAEL024730	0	0	0	0
AAEL021199	0	0	0	0
AAEL025876	0	0	0	0
AAEL025469	0	0	0	0
AAEL021221	0	0	0	0
AAEL008411	0	0	0	0
AAEL028034	0	0	0	0
AAEL022565	0	0	0	0
AAEL027360	0	0	0	0
AAEL025181	0	0	0	0
AAEL011521	0	0	0	0
AAEL008404	4	5	0	9
AAEL008412	54	60	11	77
AAEL027081	2	0	1	2
AAEL025877	0	0	0	0
AAEL022450	0	0	0	0
AAEL019493	7	8	14	9
AAEL019492	0	0	0	0
AAEL025640	0	2	4	22
AAEL011756	774	897	609	509
AAEL022100	0	0	0	0
AAEL026749	0	0	0	0
AAEL024444	0	0	0	0
AAEL021136	0	0	0	0
AAEL027973	24	20	4	30
AAEL028215	30	22	22	35
AAEL024805	1	2	0	1
AAEL020022	0	0	0	0
AAEL025904	0	0	0	0
AAEL021198	0	0	0	0
AAEL002908	1	51	12	0
AAEL002110	0	0	0	0
AAEL028212	0	0	0	0
AAEL023526	0	0	0	0
AAEL024842	0	0	0	0
AAEL025830	0	0	0	0
AAEL021160	0	0	0	0
AAEL021031	0	0	0	0
AAEL002389	0	0	0	0
AAEL020067	0	0	0	0
AAEL003290	0	0	0	0
AAEL021213	0	0	0	0
AAEL027028	18	25	28	15
AAEL022515	0	0	0	0
AAEL022415	4	2	0	0
AAEL027130	2	0	0	0
AAEL020049	0	0	0	0
AAEL023573	0	0	0	0
AAEL021241	0	0	0	0
AAEL018358	0	0	0	0
AAEL028127	0	0	0	0
AAEL024084	0	0	0	0
AAEL026546	0	0	0	0
AAEL026552	0	0	0	0
AAEL022983	0	0	0	0
AAEL021311	0	0	0	0
AAEL025938	0	0	0	0
AAEL021434	0	0	0	0
AAEL006999	0	0	0	0
AAEL021010	1	6	1	2
AAEL021773	0	0	0	0
AAEL026056	0	0	0	0
AAEL020413	0	0	0	0
AAEL024744	0	0	0	0
AAEL028782	0	0	0	0
AAEL028731	0	0	0	0
AAEL028862	1	0	0	0
AAEL028739	4	1	0	0
AAEL021437	0	0	0	0
AAEL022272	0	0	0	0
AAEL026114	0	0	0	0
AAEL003202	14	12	18	32
AAEL027962	0	0	0	0
AAEL003208	0	0	0	0
AAEL023742	0	0	0	0
AAEL023536	0	0	0	0
AAEL027275	5	9	1	6
AAEL000404	0	0	0	0
AAEL024281	0	0	0	0
AAEL020938	0	0	0	0
AAEL020820	0	0	0	0
AAEL025388	0	0	0	0
AAEL028694	0	0	0	0
AAEL016523	0	0	0	0
AAEL016522	0	0	0	0
AAEL025041	0	0	0	0
AAEL021507	0	0	0	0
AAEL020304	0	0	0	0
AAEL026108	0	0	0	0
AAEL025022	0	0	0	0
AAEL009394	0	0	0	0
AAEL027934	0	0	0	0
AAEL020349	0	0	0	0
AAEL020173	0	0	0	0
AAEL023294	948	1476	706	564
AAEL027093	0	0	0	0
AAEL025829	0	0	0	0
AAEL009503	0	0	0	0
AAEL021880	0	0	0	0
AAEL027060	0	0	0	0
AAEL027619	0	0	0	0
AAEL023005	6	7	2	8
AAEL020693	0	0	0	0
AAEL024672	0	0	0	0
AAEL020596	3	1	4	9
AAEL000459	11	17	3	7
AAEL024301	0	0	0	0
AAEL022375	0	0	0	0
AAEL025275	0	0	0	0
AAEL027749	15	13	7	12
AAEL026454	0	0	0	0
AAEL005866	9	16	10	7
AAEL022865	0	0	0	0
AAEL022584	0	0	0	0
AAEL020145	0	0	0	0
AAEL027710	0	0	0	0
AAEL026998	0	0	0	0
AAEL028217	0	0	0	0
AAEL027617	0	0	0	0
AAEL024809	0	0	0	0
AAEL025825	0	0	0	0
AAEL025395	0	0	0	0
AAEL020050	0	0	0	0
AAEL027627	0	0	0	0
AAEL024180	0	0	0	0
AAEL021997	0	0	0	0
AAEL022893	17	32	17	15
AAEL021202	0	0	0	0
AAEL026566	0	0	0	0
AAEL025481	0	0	0	0
AAEL028992	0	0	0	0
AAEL028815	0	0	0	0
AAEL020204	1	0	2	0
AAEL026015	0	0	0	0
AAEL023782	0	0	0	0
AAEL021835	0	0	0	0
AAEL025276	0	0	0	0
AAEL026177	7	20	4	5
AAEL028244	0	0	0	0
AAEL027960	0	0	0	0
AAEL020898	0	0	0	0
AAEL020070	0	0	0	0
AAEL024772	0	0	0	0
AAEL025341	0	0	0	0
AAEL023577	7	3	3	6
AAEL021087	0	0	0	0
AAEL024601	0	0	0	0
AAEL023117	0	0	0	0
AAEL025684	0	0	0	0
AAEL022724	0	0	0	0
AAEL028984	0	0	0	0
AAEL023941	19	66	28	1
AAEL027396	48	117	55	90
AAEL026991	6	2	4	2
AAEL024604	0	0	0	0
AAEL020084	0	0	0	0
AAEL027859	0	0	0	0
AAEL022384	0	0	0	0
AAEL025151	5	5	3	2
AAEL023315	0	1	0	0
AAEL020323	0	0	0	0
AAEL026029	1	2	7	1
AAEL000749	0	0	0	0
AAEL026150	0	3	0	3
AAEL022151	0	0	0	0
AAEL025370	0	0	0	1
AAEL026893	22	18	38	37
AAEL022371	1	0	1	0
AAEL000963	0	0	0	0
AAEL024591	74	34	134	92
AAEL023015	0	0	0	0
AAEL024458	0	0	0	0
AAEL022042	0	0	0	0
AAEL028744	0	0	0	0
AAEL028797	0	0	0	0
AAEL023773	0	0	0	0
AAEL028956	0	0	0	0
AAEL027220	0	0	0	0
AAEL022856	0	0	0	0
AAEL026313	1	3	1	5
AAEL019359	0	0	0	0
AAEL019361	0	0	0	0
AAEL022922	0	0	0	0
AAEL023053	0	0	0	1
AAEL028069	0	0	0	0
AAEL021297	0	0	0	0
AAEL025828	0	0	0	0
AAEL020985	0	0	0	0
AAEL026866	0	0	0	0
AAEL023688	0	0	0	0
AAEL023013	0	0	0	0
AAEL021644	0	0	0	0
AAEL027872	0	0	0	0
AAEL027917	0	0	0	0
AAEL026916	0	0	0	0
AAEL021300	0	0	0	0
AAEL022702	0	0	0	0
AAEL025242	0	0	0	0
AAEL021916	0	0	0	0
AAEL028118	0	0	0	0
AAEL022623	0	0	0	0
AAEL024494	0	3	2	3
AAEL026251	0	0	0	1
AAEL027568	0	0	0	0
AAEL024988	0	0	0	0
AAEL025918	0	0	0	0
AAEL020237	0	0	0	0
AAEL028900	0	0	0	0
AAEL021799	0	0	0	0
AAEL024266	0	0	0	0
AAEL026299	0	0	0	0
AAEL027200	0	0	1	0
AAEL022588	0	0	0	0
AAEL025576	0	0	0	0
AAEL022741	1	0	2	0
AAEL009166	0	0	0	0
AAEL026087	0	0	0	0
AAEL023931	0	0	0	0
AAEL028880	0	0	0	0
AAEL020876	0	0	0	0
AAEL014767	0	0	0	0
AAEL005399	0	0	2	1
AAEL022054	0	0	0	0
AAEL024350	0	0	0	0
AAEL025700	0	0	0	0
AAEL023741	0	0	0	0
AAEL021694	20	0	0	3
AAEL020373	0	0	0	0
AAEL021711	0	0	0	0
AAEL020781	0	0	0	0
AAEL024352	0	0	0	0
AAEL007545	0	0	0	0
AAEL028035	0	0	0	0
AAEL027720	0	0	0	0
AAEL023749	1	4	1	2
AAEL026431	0	0	0	0
AAEL022989	0	0	0	0
AAEL025408	0	0	0	0
AAEL021331	0	0	0	0
AAEL020545	0	0	0	0
AAEL024300	0	0	0	0
AAEL028687	0	0	0	0
AAEL020773	0	0	0	0
AAEL015106	0	0	0	0
AAEL023606	0	0	0	0
AAEL026810	0	0	0	0
AAEL024175	4	0	3	6
AAEL014054	28	38	13	37
AAEL026975	0	0	0	0
AAEL005525	43	70	29	60
AAEL020051	3	0	0	0
AAEL024830	30	18	49	31
AAEL025934	0	0	0	0
AAEL005821	687	318	515	619
AAEL021184	0	1	0	1
AAEL021845	0	0	0	0
AAEL025653	0	0	0	0
AAEL026798	0	0	0	0
AAEL022157	0	0	0	0
AAEL022341	0	0	0	0
AAEL020244	0	0	0	0
AAEL025055	0	0	0	0
AAEL023043	0	0	0	0
AAEL021668	0	0	0	0
AAEL026620	0	0	0	0
AAEL020491	0	0	0	0
AAEL028009	0	0	0	0
AAEL021420	0	0	0	0
AAEL024885	0	0	0	0
AAEL021270	0	0	0	0
AAEL023535	0	4	0	2
AAEL020492	0	0	0	0
AAEL021591	0	0	0	0
AAEL022067	35	44	30	43
AAEL028741	0	0	0	0
AAEL028044	0	0	0	0
AAEL025779	1	0	2	0
AAEL022020	0	0	0	0
AAEL025676	0	0	0	0
AAEL026196	0	0	0	0
AAEL025776	0	0	0	0
AAEL021120	0	0	0	0
AAEL027883	0	0	0	0
AAEL027797	0	0	0	0
AAEL021152	1	0	0	0
AAEL020154	0	1	0	0
AAEL024911	0	0	0	0
AAEL026139	3	6	9	14
AAEL027077	0	0	0	0
AAEL022466	0	2	0	2
AAEL003461	0	0	0	0
AAEL028214	0	0	0	0
AAEL023610	0	0	0	0
AAEL021389	0	0	0	0
AAEL025965	0	0	0	0
AAEL020319	0	0	0	0
AAEL020481	0	0	0	0
AAEL021118	0	0	0	0
AAEL026895	81	1	0	0
AAEL022359	3	2	1	3
AAEL008159	0	0	0	0
AAEL020532	1	0	0	1
AAEL027741	0	0	0	0
AAEL012102	105	81	135	190
AAEL012106	3	2	2	0
AAEL012094	117	144	96	96
AAEL021681	1	1	4	1
AAEL012098	47	112	20	63
AAEL012109	5	11	2	7
AAEL012104	17	38	29	21
AAEL026799	56	64	147	86
AAEL012103	52	60	69	64
AAEL017167	65	33	60	81
AAEL012110	51	38	53	58
AAEL012101	10	5	2	3
AAEL012107	244	448	99	265
AAEL012095	847	992	705	877
AAEL012105	151	203	114	154
AAEL012096	4	4	5	2
AAEL012099	566	532	373	514
AAEL027035	1	5	0	11
AAEL012100	420	577	435	527
AAEL022538	35	31	40	106
AAEL014130	116	197	121	151
AAEL014134	1	8	1	9
AAEL025548	0	1	1	7
AAEL021855	0	0	0	0
AAEL026394	0	0	0	0
AAEL025713	0	0	0	0
AAEL017048	1	5	0	6
AAEL023318	0	0	0	0
AAEL012796	7	5	3	9
AAEL011388	46	70	39	73
AAEL020295	0	0	0	0
AAEL011390	137	216	122	188
AAEL011377	3	3	13	10
AAEL011381	1798	1431	1285	1392
AAEL011389	83	136	81	91
AAEL011382	265	417	256	375
AAEL025124	1	5	5	0
AAEL013369	103	100	153	109
AAEL011386	244	161	129	165
AAEL011383	52	88	54	90
AAEL011379	184	155	218	200
AAEL011385	39	77	26	44
AAEL012233	1955	2538	2653	2835
AAEL019446	126	126	79	70
AAEL018922	0	0	0	0
AAEL024873	0	0	0	0
AAEL005278	0	3	1	0
AAEL005279	39	67	57	44
AAEL005281	124	217	42	146
AAEL005271	213	288	176	244
AAEL023272	0	0	0	1
AAEL023010	0	5	0	1
AAEL005266	16829	14011	16240	13546
AAEL005254	105	125	90	113
AAEL025726	0	0	0	0
AAEL005261	260	335	287	310
AAEL011201	376	334	420	428
AAEL019866	180	289	34	195
AAEL011196	172	171	97	115
AAEL011206	622	470	568	689
AAEL022464	0	0	0	0
AAEL011200	98	51	30	62
AAEL027070	0	0	0	0
AAEL023568	0	1	0	0
AAEL011199	79	97	54	86
AAEL011202	294	254	195	228
AAEL028222	6	4	5	7
AAEL011197	8026	10569	6387	9856
AAEL023161	0	0	0	0
AAEL026435	1	0	0	0
AAEL023562	1	4	3	3
AAEL011198	265	334	228	284
AAEL011204	539	706	456	572
AAEL011203	10	32	7	12
AAEL028219	0	0	0	0
AAEL009762	73	136	91	154
AAEL009764	1208	1062	703	817
AAEL009767	103	124	84	111
AAEL009769	68	82	73	71
AAEL009765	481	715	745	819
AAEL009766	1329	1583	1365	1234
AAEL009763	0	0	0	0
AAEL000250	0	0	1	1
AAEL000254	4	2	0	5
AAEL000230	65	83	76	82
AAEL019737	384	717	373	467
AAEL000223	1616	1882	659	952
AAEL000241	177	189	123	176
AAEL024733	0	0	0	0
AAEL000242	39	72	9	29
AAEL024531	0	0	0	0
AAEL021157	0	0	0	0
AAEL000249	3	3	5	4
AAEL000247	0	2	0	0
AAEL000231	526	571	448	456
AAEL000219	187	163	237	202
AAEL000244	189	201	201	172
AAEL000251	1	4	4	4
AAEL000239	5	6	8	2
AAEL022677	0	0	0	0
AAEL000229	0	0	0	0
AAEL026268	0	0	0	0
AAEL000243	24	8	2	17
AAEL000252	104	98	62	96
AAEL021666	36	81	7	10
AAEL023861	0	0	0	0
AAEL005530	74	54	61	65
AAEL023500	445	479	568	501
AAEL005531	94	81	127	128
AAEL005527	321	349	349	361
AAEL005515	5942	7752	5450	6828
AAEL005528	265	475	276	352
AAEL025436	85	118	98	91
AAEL018059	287	328	169	233
AAEL005520	153	149	76	137
AAEL022943	0	1	0	0
AAEL005522	453	615	381	451
AAEL005524	401	333	272	292
AAEL005521	254	338	352	305
AAEL025076	1	2	0	0
AAEL027790	14	13	24	42
AAEL026500	0	0	0	0
AAEL027456	0	0	0	0
AAEL020837	0	0	0	0
AAEL020980	0	0	0	0
AAEL005526	200	264	129	218
AAEL024086	0	0	0	0
AAEL005518	80	79	97	63
AAEL027542	0	0	0	0
AAEL002357	10	12	10	9
AAEL022760	0	1	1	1
AAEL002346	1544	1906	1240	1631
AAEL002321	17	8	5	37
AAEL024855	0	1	0	0
AAEL027240	109	82	94	70
AAEL023649	0	0	1	0
AAEL020042	39	26	34	55
AAEL002335	12	20	11	31
AAEL002348	2	2	9	7
AAEL028030	1	0	0	1
AAEL018057	224	270	135	288
AAEL022777	0	0	0	0
AAEL002343	17	5	10	5
AAEL019424	465	522	405	458
AAEL002331	134	169	134	123
AAEL002354	5	1	8	13
AAEL018821	0	0	0	0
AAEL024537	0	0	0	0
AAEL004167	291	355	356	386
AAEL019821	8	4	7	19
AAEL007657	1769	3963	304	2356
AAEL020425	4	2	0	1
AAEL021777	3	0	2	2
AAEL007661	49	64	11	64
AAEL007662	1088	1374	942	1313
AAEL007652	22	27	12	31
AAEL027128	0	0	0	0
AAEL017987	18	12	4	8
AAEL007648	0	0	0	0
AAEL025616	0	0	0	0
AAEL007651	270	318	242	258
AAEL020058	0	0	0	0
AAEL007660	334	306	321	229
AAEL007656	246	380	238	325
AAEL007650	2049	2505	1708	1688
AAEL017515	365	421	208	300
AAEL028085	4	18	29	32
AAEL007659	271	223	292	330
AAEL007653	20	64	9	33
AAEL007658	183	257	89	183
AAEL007655	83	116	73	144
AAEL007654	31	32	15	28
AAEL023139	0	0	0	0
AAEL027380	65	79	27	61
AAEL022586	0	0	0	0
AAEL021365	103	170	33	85
AAEL011293	81	106	106	78
AAEL027190	425	682	311	524
AAEL020939	1	2	0	0
AAEL011289	420	512	566	475
AAEL011288	21121	16600	17466	15876
AAEL021597	0	0	0	0
AAEL011287	219	486	79	270
AAEL022946	0	0	0	0
AAEL024194	0	0	0	0
AAEL011292	18	8	12	29
AAEL012217	727	832	338	780
AAEL021530	2	5	3	2
AAEL022631	256	392	157	325
AAEL026084	0	0	0	0
AAEL004193	52	67	49	51
AAEL026599	0	0	0	0
AAEL004195	1216	1459	1230	1358
AAEL004163	52	48	16	55
AAEL004155	0	4	0	0
AAEL020868	0	0	0	0
AAEL022285	10865	11394	11661	8371
AAEL004169	118	145	212	204
AAEL004180	95	85	71	97
AAEL004179	31	26	16	38
AAEL027428	0	0	0	0
AAEL027919	0	0	0	0
AAEL011361	130	137	95	164
AAEL011359	110	183	41	108
AAEL024248	0	0	0	0
AAEL011355	7	13	5	4
AAEL023136	0	0	0	0
AAEL026699	0	0	0	0
AAEL020364	0	0	0	0
AAEL011353	0	0	0	0
AAEL011354	0	0	0	0
AAEL021866	0	4	0	1
AAEL011352	176	207	129	204
AAEL011362	51	109	52	71
AAEL011356	92	92	63	83
AAEL011357	438	513	405	521
AAEL021736	179	284	148	251
AAEL013847	117	209	39	135
AAEL022710	0	2	0	0
AAEL004824	41	42	33	38
AAEL013894	60	30	50	73
AAEL004809	314	706	1291	850
AAEL018005	0	0	0	0
AAEL015150	0	0	0	0
AAEL015149	0	0	0	0
AAEL025000	0	0	1	1
AAEL014686	0	1	0	0
AAEL003353	0	0	0	0
AAEL027719	0	0	0	0
AAEL003340	0	0	0	0
AAEL003329	0	0	0	0
AAEL003341	0	0	0	0
AAEL023867	0	0	0	0
AAEL023424	0	0	0	0
AAEL023326	0	0	0	0
AAEL028203	0	0	0	0
AAEL028238	0	0	0	0
AAEL016969	32	73	21	42
AAEL025363	2372	2194	2275	2008
AAEL024049	8	3	5	11
AAEL013844	583	614	552	700
AAEL013842	51	58	35	62
AAEL013839	63	97	18	77
AAEL013840	337	321	520	507
AAEL026649	0	0	0	0
AAEL024429	53	103	25	79
AAEL024616	209	278	110	225
AAEL013841	330	329	379	380
AAEL012718	2	1	10	5
AAEL027538	0	0	2	3
AAEL025291	0	0	0	0
AAEL021719	0	0	0	0
AAEL014201	101	117	109	106
AAEL014198	484	399	436	375
