id	Inactivated1	Inactivated2	Normal1	Normal2
AAEL014484	180	208	194	163
AAEL022191	17	27	20	12
AAEL011318	2	3	5	6
AAEL011311	4	3	1	2
AAEL027332	0	0	0	0
AAEL022963	0	1	0	1
AAEL011319	80	152	173	84
AAEL011317	236	330	136	244
AAEL014205	10	3	3	11
AAEL011313	23	33	17	24
AAEL011314	522	680	226	476
AAEL023987	0	0	0	0
AAEL014208	0	0	0	0
AAEL014207	69	119	62	85
AAEL024515	0	0	0	0
AAEL017805	0	0	0	0
AAEL023753	781	572	677	551
AAEL017674	0	0	0	0
AAEL018968	0	0	0	0
AAEL017888	0	0	0	1
AAEL023678	20	7	17	6
AAEL013951	0	0	0	0
AAEL013952	1889	1762	1631	1676
AAEL014868	178	212	114	157
AAEL024152	0	0	1	1
AAEL012284	77	95	129	116
AAEL025202	402	473	280	379
AAEL026541	0	0	0	0
AAEL022634	0	0	0	0
AAEL014557	80	82	45	86
AAEL014555	0	0	0	0
AAEL026910	0	0	0	0
AAEL014556	267	340	820	436
AAEL027148	27	62	18	43
AAEL024336	0	0	0	0
AAEL023141	35	22	33	70
AAEL009938	7	14	21	27
AAEL009935	37	68	53	47
AAEL009945	124	71	101	116
AAEL019859	78	56	59	98
AAEL009936	19	42	37	31
AAEL009944	88	139	73	135
AAEL025223	417	583	300	413
AAEL025007	0	0	0	0
AAEL013015	0	1	0	0
AAEL013024	0	0	0	0
AAEL009946	1330	1421	1115	1239
AAEL024326	1	1	1	13
AAEL020720	165	229	404	241
AAEL013625	28578	23895	26432	25460
AAEL020218	3	4	0	1
AAEL022666	36	57	22	45
AAEL013624	51	58	33	30
AAEL027596	0	0	0	0
AAEL025798	0	0	1	0
AAEL013626	85	106	30	96
AAEL013631	243	274	203	302
AAEL022418	8	7	33	8
AAEL013014	110	202	55	110
AAEL023800	0	0	0	0
AAEL012229	43	79	41	67
AAEL002388	259	521	290	429
AAEL012226	75	99	63	84
AAEL027271	0	0	0	0
AAEL019430	520	532	581	517
AAEL027259	0	0	0	0
AAEL012230	0	0	0	0
AAEL019429	0	0	0	0
AAEL012225	0	0	0	0
AAEL012227	1194	1453	979	1266
AAEL015110	2915	2442	1491	2094
AAEL012839	26	24	12	29
AAEL023674	0	0	0	2
AAEL012841	270	256	170	196
AAEL022917	1	0	0	3
AAEL012840	253	414	85	276
AAEL012843	99	144	48	127
AAEL020828	1	0	0	4
AAEL027042	0	0	0	0
AAEL020052	0	0	0	0
AAEL025801	219	347	148	339
AAEL026561	0	0	0	0
AAEL013063	161	318	145	185
AAEL013065	160	351	230	309
AAEL019552	370	406	327	321
AAEL021948	0	0	0	0
AAEL018254	425	871	139	475
AAEL018804	0	0	0	1
AAEL013061	69	94	54	88
AAEL013059	37	28	40	48
AAEL025925	0	0	0	0
AAEL011496	99	109	72	112
AAEL011488	23	22	18	24
AAEL020267	0	0	1	0
AAEL005692	71	101	113	131
AAEL005700	26	22	20	29
AAEL005696	2	0	0	1
AAEL005695	0	2	0	1
AAEL005704	237	329	53	217
AAEL005708	16	16	20	19
AAEL020486	30	45	24	27
AAEL020578	0	0	0	0
AAEL021232	410	301	306	275
AAEL005535	80	148	108	129
AAEL028172	0	0	0	0
AAEL005701	18	12	17	28
AAEL005677	21	26	10	38
AAEL005690	144	210	104	156
AAEL023078	0	0	0	0
AAEL017053	163	218	84	194
AAEL005539	101	115	66	102
AAEL005536	1039	847	872	812
AAEL005548	3	5	2	2
AAEL012528	30	15	16	22
AAEL014739	8	14	14	21
AAEL012526	30	21	26	19
AAEL014624	0	0	0	7
AAEL025162	0	0	0	0
AAEL008717	0	0	1	0
AAEL025344	40	41	64	102
AAEL015007	320	424	354	405
AAEL013087	53	115	52	73
AAEL015002	8	33	9	14
AAEL013098	1181	1281	925	1154
AAEL015006	27562	21920	45263	27845
AAEL015003	71	72	37	53
AAEL015005	62	94	16	74
AAEL013092	327	539	227	408
AAEL013088	22	23	14	39
AAEL013103	83	98	75	111
AAEL013090	53	88	24	81
AAEL027164	191	222	253	285
AAEL013580	1	1	9	1
AAEL013585	4	23	34	18
AAEL023994	0	0	0	0
AAEL010435	10279	8359	7537	5713
AAEL026592	5	4	13	1
AAEL019470	2527	3624	2666	4166
AAEL019471	0	0	0	0
AAEL019469	0	0	0	0
AAEL027641	0	0	0	0
AAEL013127	3	5	11	3
AAEL009165	6958	4575	2729	1173
AAEL013118	11758	12225	10488	13584
AAEL020299	68	10	44	105
AAEL019003	0	0	0	0
AAEL006904	155	167	100	157
AAEL006906	0	0	0	0
AAEL006900	22	48	44	49
AAEL006903	13	75	32	45
AAEL023374	0	3	0	0
AAEL027490	0	0	0	0
AAEL006907	0	0	0	0
AAEL006909	131	115	231	157
AAEL024105	0	0	0	0
AAEL006899	88	112	148	134
AAEL006902	30	61	30	26
AAEL008910	2	4	2	14
AAEL006905	52	57	40	45
AAEL006908	136	171	102	164
AAEL019690	116	184	28	107
AAEL024201	0	0	0	0
AAEL023632	156	163	85	110
AAEL010289	0	0	0	0
AAEL010290	96	121	59	105
AAEL025218	0	0	1	1
AAEL020733	0	1	0	0
AAEL010291	14	8	9	32
AAEL010294	29	54	22	54
AAEL010284	409	294	315	385
AAEL010287	9	28	0	14
AAEL010296	1599	1379	1270	1142
AAEL022028	0	0	0	0
AAEL026316	0	0	0	0
AAEL010283	29	28	20	21
AAEL010286	3	4	0	2
AAEL027623	36	69	32	20
AAEL015394	2	4	7	3
AAEL028932	0	0	0	0
AAEL025339	0	0	0	0
AAEL014625	0	0	0	0
AAEL020044	2	6	5	7
AAEL022970	248	352	188	298
AAEL009140	57	58	44	64
AAEL009144	1	0	0	0
AAEL009147	78	96	66	130
AAEL020968	9	16	8	18
AAEL009142	635	1079	449	760
AAEL009148	86	68	32	86
AAEL021009	0	0	0	0
AAEL027204	28	45	7	29
AAEL025761	1	1	4	1
AAEL022088	0	1	0	0
AAEL007318	50	95	41	48
AAEL014050	177	211	174	254
AAEL007315	120	158	60	77
AAEL017545	1167	1799	1053	1954
AAEL026447	0	0	2	0
AAEL007312	98	198	57	100
AAEL009723	8	8	9	4
AAEL022380	0	0	0	0
AAEL024060	0	0	0	0
AAEL027531	0	0	0	0
AAEL020446	313	527	176	367
AAEL026049	0	0	0	0
AAEL007573	250	368	273	330
AAEL024947	0	0	0	0
AAEL020170	6	3	9	8
AAEL007576	0	0	0	1
AAEL027528	0	0	0	0
AAEL007578	0	0	0	0
AAEL023638	0	0	0	0
AAEL019744	3	1	0	3
AAEL007582	0	0	1	0
AAEL014579	0	2	0	0
AAEL025739	0	0	0	0
AAEL007349	98	231	184	114
AAEL007342	521	399	367	541
AAEL007344	42	134	117	101
AAEL020640	0	0	0	0
AAEL018742	4	1	4	8
AAEL020651	1012	1361	933	968
AAEL013769	65	83	38	68
AAEL013768	225	329	213	296
AAEL025362	412	374	322	239
AAEL007329	350	556	244	444
AAEL007332	139	158	143	166
AAEL025775	28	32	29	26
AAEL026700	211	221	197	266
AAEL007328	267	411	106	302
AAEL022309	9	16	9	18
AAEL007339	0	3	0	1
AAEL028886	0	0	0	0
AAEL024589	0	0	0	0
AAEL019714	181	241	87	183
AAEL019963	0	0	0	0
AAEL019964	0	0	0	1
AAEL025950	0	0	0	0
AAEL024651	0	0	0	0
AAEL015275	100	97	101	120
AAEL011186	0	1	0	1
AAEL011193	35	31	45	27
AAEL020933	0	0	0	0
AAEL022988	0	0	0	0
AAEL023791	0	0	0	0
AAEL019808	9	14	3	5
AAEL022846	0	0	0	0
AAEL022965	0	0	0	0
AAEL025846	0	0	0	0
AAEL027787	0	0	0	0
AAEL015073	6	4	1	4
AAEL027337	0	0	2	0
AAEL024167	0	0	0	0
AAEL023042	0	0	0	0
AAEL022401	1	1	8	0
AAEL026865	0	0	0	0
AAEL019818	0	0	4	0
AAEL014662	43	66	114	62
AAEL011677	51	30	46	70
AAEL019722	160	82	169	99
AAEL019652	385	738	251	461
AAEL023284	0	0	0	0
AAEL019466	142	223	54	139
AAEL005503	3	5	0	2
AAEL025332	0	0	0	0
AAEL014536	119	173	90	154
AAEL027535	0	0	0	0
AAEL020761	176	310	125	200
AAEL014543	1	0	0	1
AAEL006276	4	11	4	4
AAEL014539	3	3	0	4
AAEL014541	36	61	15	35
AAEL014537	48	54	35	33
AAEL018808	4	3	4	10
AAEL014949	255	337	259	293
AAEL023874	5	0	7	6
AAEL020417	0	0	0	0
AAEL013004	83	32	74	79
AAEL025008	0	1	0	0
AAEL013001	49	7	17	4
AAEL013002	488	533	460	531
AAEL013006	49	70	27	54
AAEL013003	45	81	29	76
AAEL013005	793	911	850	1091
AAEL014486	225	226	185	166
AAEL019605	229	359	116	245
AAEL013276	136	136	506	219
AAEL020740	3	26	9	17
AAEL013272	18157	15862	23257	21423
AAEL027850	0	1	0	0
AAEL021260	0	0	0	0
AAEL025461	0	0	0	0
AAEL017204	1213	1379	1093	1081
AAEL013275	655	1127	569	703
AAEL013271	44	79	73	58
AAEL022402	6	17	0	3
AAEL028713	0	0	0	0
AAEL018973	0	0	0	0
AAEL028114	0	0	0	0
AAEL024727	0	0	0	0
AAEL023047	57	54	100	106
AAEL022874	0	0	0	0
AAEL027442	0	0	0	0
AAEL026371	58	78	28	66
AAEL014534	178	196	117	170
AAEL014533	178	272	97	188
AAEL024596	0	0	0	0
AAEL013467	111	160	69	120
AAEL013466	456	607	510	507
AAEL007959	511	507	352	483
AAEL019715	341	579	213	366
AAEL007955	43	46	66	66
AAEL007954	5	3	4	7
AAEL023143	0	0	0	0
AAEL007962	539	628	379	690
AAEL023692	0	0	0	0
AAEL020409	0	0	0	0
AAEL007948	0	0	0	0
AAEL027003	0	1	0	0
AAEL025173	0	0	0	0
AAEL027519	0	0	0	0
AAEL026404	1	0	0	0
AAEL021831	0	0	0	0
AAEL024134	0	0	0	0
AAEL007951	0	0	0	0
AAEL007964	0	0	0	0
AAEL022511	0	0	0	0
AAEL007946	132	91	116	101
AAEL007947	286	431	278	416
AAEL007952	10	16	27	21
AAEL020769	34	63	26	29
AAEL025236	0	0	0	0
AAEL023187	1412	2808	1434	1884
AAEL007963	754	1589	876	1124
AAEL024609	0	0	0	0
AAEL023851	0	0	0	0
AAEL014824	1	4	1	1
AAEL007945	3888	3179	3858	3896
AAEL007944	424	448	338	421
AAEL026310	35	45	22	29
AAEL013941	0	0	0	0
AAEL021020	5	7	8	7
AAEL013939	123	158	76	115
AAEL016892	0	0	0	0
AAEL016870	0	0	0	0
AAEL016871	0	0	0	0
AAEL016872	0	0	0	0
AAEL016873	0	0	0	0
AAEL016874	0	0	0	0
AAEL016875	0	0	0	0
AAEL016876	0	0	0	0
AAEL016877	0	0	0	0
AAEL016879	0	0	0	0
AAEL016880	0	0	0	0
AAEL016881	0	0	0	0
AAEL016882	0	0	0	0
AAEL018976	0	0	0	0
AAEL013700	104	138	112	141
AAEL021874	1	1	0	1
AAEL019852	175	204	126	168
AAEL011394	316	455	329	346
AAEL014003	80	132	45	79
AAEL011397	22	37	5	17
AAEL014002	148	104	102	147
AAEL023163	0	0	0	0
AAEL020798	0	0	0	0
AAEL019106	0	0	0	0
AAEL019105	0	0	0	0
AAEL023645	1	0	0	0
AAEL014757	1	0	0	0
AAEL027658	0	3	0	1
AAEL028870	0	0	0	0
AAEL028732	0	0	0	0
AAEL022399	0	0	0	0
AAEL020747	83	137	100	177
AAEL027477	0	0	0	1
AAEL003935	100	141	44	100
AAEL026678	0	0	0	0
AAEL003923	355	447	280	322
AAEL003926	116	134	102	134
AAEL019599	653	904	995	862
AAEL003925	2	0	1	1
AAEL003934	102	75	246	103
AAEL027915	0	0	0	0
AAEL019680	17	33	35	33
AAEL019480	175	300	165	227
AAEL003060	209286	205014	323825	214719
AAEL003084	341	334	189	197
AAEL025462	0	0	0	0
AAEL014187	111	212	131	175
AAEL027989	0	1	0	0
AAEL014183	172	204	127	180
AAEL014180	216	399	75	304
AAEL017419	5613	5872	5150	5653
AAEL022223	0	0	0	0
AAEL022726	12	30	23	34
AAEL019985	3	5	7	5
AAEL019984	0	0	0	0
AAEL016966	0	0	0	0
AAEL012023	248	244	210	271
AAEL021296	0	0	0	0
AAEL027210	0	1	0	0
AAEL016796	0	0	0	0
AAEL002055	75	69	55	97
AAEL002085	0	0	0	0
AAEL002075	2	1	2	3
AAEL021580	0	1	0	0
AAEL002061	870	951	585	687
AAEL020138	0	0	0	0
AAEL026122	0	0	0	0
AAEL002079	43	50	48	55
AAEL018818	0	0	0	0
AAEL002068	724	814	553	671
AAEL028141	296	251	302	264
AAEL002080	80	109	78	256
AAEL002065	177	200	111	151
AAEL002070	47	39	46	68
AAEL025674	3	0	0	0
AAEL002051	135	228	106	145
AAEL002057	3	1	8	5
AAEL008435	48	72	44	67
AAEL024714	45	52	13	70
AAEL008434	1109	1241	798	994
AAEL023274	25	27	10	28
AAEL022051	755	614	930	1206
AAEL009586	136	251	141	220
AAEL009590	301	287	565	286
AAEL009589	64	69	51	87
AAEL009592	9	3	5	1
AAEL009588	3	10	4	8
AAEL019319	0	0	0	0
AAEL009593	0	0	0	0
AAEL009591	0	0	0	0
AAEL021827	0	0	0	0
AAEL020183	0	0	0	0
AAEL021647	0	0	0	0
AAEL015109	0	0	0	0
AAEL000224	5	1	3	2
AAEL000238	1	0	1	0
AAEL027037	10	12	2	31
AAEL020367	1	0	0	0
AAEL025309	4	7	1	0
AAEL010262	17	21	20	22
AAEL023665	0	0	0	0
AAEL024745	0	0	0	0
AAEL028124	39	63	12	58
AAEL010266	28	36	12	41
AAEL010270	47	68	15	67
AAEL021534	2	0	3	0
AAEL026085	0	0	1	0
AAEL020366	0	0	0	0
AAEL010265	0	0	1	0
AAEL010264	1	0	2	0
AAEL025416	15	16	34	29
AAEL023624	0	0	0	0
AAEL010263	4	4	0	4
AAEL010261	12	18	14	9
AAEL010260	47	46	27	85
AAEL022986	13	41	5	69
AAEL006299	197	253	146	208
AAEL010269	130	73	168	117
AAEL006285	11	14	16	5
AAEL006286	33	45	18	54
AAEL006298	20	41	12	39
AAEL027084	0	0	0	0
AAEL006300	84	103	54	88
AAEL007185	126	134	216	127
AAEL007187	605	830	509	767
AAEL025424	0	0	0	0
AAEL007180	72	72	52	79
AAEL021429	146	270	67	168
AAEL005970	508	768	384	494
AAEL005968	248	304	238	225
AAEL005958	33	43	15	29
AAEL005967	1	20	3	5
AAEL005965	103	115	161	122
AAEL021856	0	0	0	0
AAEL024688	0	0	0	0
AAEL020357	0	0	0	0
AAEL010745	0	1	0	0
AAEL026127	0	0	0	0
AAEL021456	17	11	5	4
AAEL008593	140	119	139	117
AAEL018159	191	156	238	231
AAEL008608	176	306	174	240
AAEL008595	745	1259	277	781
AAEL017101	78	96	67	94
AAEL008592	145	198	107	162
AAEL008590	389	696	306	426
AAEL008603	0	2	0	0
AAEL008601	688	787	564	842
AAEL008605	147	116	122	79
AAEL008594	515	523	587	405
AAEL008610	370	408	420	330
AAEL008604	0	0	0	0
AAEL008600	491	330	307	335
AAEL008599	414	167	95	231
AAEL008609	373	309	164	209
AAEL008598	1	14	4	0
AAEL024799	0	0	4	5
AAEL008602	42	99	37	43
AAEL008607	1185	2617	1757	1942
AAEL014754	178	240	283	208
AAEL008591	300	364	277	300
AAEL008596	133	144	253	191
AAEL023100	2	10	5	3
AAEL025853	1	1	2	5
AAEL020131	0	1	1	3
AAEL013798	28	74	38	32
AAEL012553	283	445	172	321
AAEL012556	45	46	58	42
AAEL011411	1	1	0	13
AAEL022475	1	1	2	0
AAEL020991	0	0	0	0
AAEL014967	0	0	0	0
AAEL014968	0	0	0	0
AAEL012903	0	0	0	0
AAEL019989	3	1	0	3
AAEL021718	0	0	0	0
AAEL027197	0	0	0	0
AAEL012899	19	19	62	51
AAEL019791	63	79	45	67
AAEL019792	0	0	0	0
AAEL012897	2776	2339	2196	1903
AAEL012901	0	0	0	2
AAEL012902	11	4	10	6
AAEL024129	0	1	0	0
AAEL014419	42	32	71	72
AAEL014416	2	0	1	0
AAEL024660	0	0	0	1
AAEL003272	1	2	3	1
AAEL003226	2	0	0	0
AAEL003235	769	430	512	560
AAEL003255	288	328	586	493
AAEL003266	0	0	0	0
AAEL003232	0	0	0	0
AAEL003241	0	0	0	0
AAEL029009	0	0	0	0
AAEL003225	0	0	0	0
AAEL028944	0	0	0	0
AAEL003274	0	0	0	0
AAEL003259	180	80	107	138
AAEL003231	0	0	0	0
AAEL003221	0	2	0	0
AAEL003242	0	0	0	0
AAEL003256	0	5	0	1
AAEL003216	10	5	2	7
AAEL026088	99	129	70	81
AAEL003246	220	248	264	269
AAEL003269	7	5	1	1
AAEL028088	103	193	128	117
AAEL003264	52	72	51	76
AAEL010545	10	8	4	8
AAEL023803	0	4	0	6
AAEL020835	4	3	2	2
AAEL003270	21	41	50	42
AAEL003245	157	225	96	143
AAEL003282	265	340	220	291
AAEL010546	267	309	312	313
AAEL010551	2	1	5	0
AAEL003244	15	38	42	31
AAEL003273	135	163	77	149
AAEL003210	620	539	466	453
AAEL021846	510	611	492	637
AAEL003265	0	1	0	1
AAEL003217	0	0	0	0
AAEL003234	1618	1176	1451	1086
AAEL019826	512	543	467	485
AAEL019825	1019	1472	747	1154
AAEL025596	0	0	0	0
AAEL000370	425	695	258	501
AAEL000335	639	1263	166	861
AAEL026000	0	4	2	6
AAEL000304	240	565	419	368
AAEL000311	810	1352	1012	755
AAEL000377	0	1	0	0
AAEL000344	0	0	0	0
AAEL000316	105	80	163	137
AAEL000312	2	0	0	0
AAEL026580	1	0	8	2
AAEL000324	70	118	42	95
AAEL022289	5	6	1	6
AAEL000359	0	0	0	0
AAEL000315	220	213	200	201
AAEL000337	61	102	36	109
AAEL000305	23	49	8	29
AAEL021602	695	1073	1113	1020
AAEL026948	0	2	0	2
AAEL000328	738	883	623	815
AAEL000354	36	57	9	39
AAEL018293	496	801	300	524
AAEL000341	3	3	0	3
AAEL018789	0	0	0	0
AAEL024818	0	0	0	0
AAEL000382	0	4	2	2
AAEL000308	1	21	12	10
AAEL000329	2	1	7	0
AAEL029004	1100	978	1194	1028
AAEL023900	0	0	0	0
AAEL000334	8	13	16	23
AAEL000332	215	219	153	189
AAEL020848	153	216	75	175
AAEL019833	477	815	490	561
AAEL005367	289	366	218	380
AAEL022002	0	0	0	0
AAEL005363	23	12	39	34
AAEL026767	0	0	0	0
AAEL005345	1	2	3	6
AAEL005347	96	102	69	96
AAEL005368	265	358	185	367
AAEL005355	65	69	63	84
AAEL005350	3	7	3	6
AAEL019606	443	727	114	476
AAEL001242	80	98	42	80
AAEL018815	0	0	0	0
AAEL001235	60	60	65	135
AAEL001243	15	11	8	16
AAEL001238	289	530	341	442
AAEL022844	402	410	166	514
AAEL001233	7	5	9	9
AAEL001240	3	1	0	1
AAEL001237	0	0	0	0
AAEL022279	0	0	1	0
AAEL024593	0	0	0	0
AAEL013148	16	24	5	35
AAEL013152	7	2	0	3
AAEL013157	0	0	0	0
AAEL013154	68	115	27	63
AAEL013156	54	43	9	45
AAEL013151	101	151	61	128
AAEL024320	1	3	0	0
AAEL027537	0	0	0	0
AAEL023172	0	2	0	0
AAEL026595	0	0	0	0
AAEL013150	139	195	86	133
AAEL013153	0	0	0	0
AAEL013155	0	0	0	0
AAEL001809	7	27	5	4
AAEL020719	0	3	0	4
AAEL001814	0	0	0	0
AAEL023225	2	4	0	1
AAEL018004	0	1	0	0
AAEL020509	0	0	0	0
AAEL001820	1	5	8	12
AAEL001797	22	23	22	20
AAEL025411	0	0	0	0
AAEL026493	0	0	0	0
AAEL022985	0	0	0	0
AAEL027770	0	0	0	0
AAEL001810	734	830	763	934
AAEL001819	68	152	50	123
AAEL001830	243	362	243	263
AAEL019959	0	0	1	2
AAEL019958	5	1	3	8
AAEL001794	510	635	617	976
AAEL001816	208	114	87	108
AAEL001801	0	0	1	0
AAEL018042	20	25	24	41
AAEL020621	0	0	0	0
AAEL018041	12	29	5	32
AAEL001803	285	265	166	220
AAEL001817	69	70	44	55
AAEL001822	8	14	1	4
AAEL021826	157	188	99	122
AAEL001807	162	129	144	149
AAEL020875	0	2	0	1
AAEL018769	0	0	0	0
AAEL018771	2	0	0	7
AAEL024197	5	4	0	5
AAEL018278	608	575	549	557
AAEL001805	40	46	44	54
AAEL001831	341	401	352	403
AAEL025478	0	0	0	0
AAEL001800	157	243	182	223
AAEL028814	0	0	0	2
AAEL028705	0	0	0	0
AAEL001818	14	7	17	10
AAEL001821	0	0	0	0
AAEL001835	259	222	213	279
AAEL001799	6	5	4	6
AAEL001813	455	442	453	599
AAEL001815	133	176	265	223
AAEL024000	0	0	0	0
AAEL021670	0	0	1	0
AAEL017384	0	0	0	2
AAEL023378	0	0	0	0
AAEL027468	0	0	0	0
AAEL001836	3	12	35	10
AAEL022251	0	0	0	0
AAEL001826	0	0	0	0
AAEL001796	97	117	90	117
AAEL001811	101	123	101	114
AAEL001827	110	188	109	205
AAEL001812	46	50	65	50
AAEL001808	403	541	585	393
AAEL001798	2416	2946	3097	2679
AAEL001795	299	291	463	354
AAEL001832	124	220	131	143
AAEL001833	37	77	20	45
AAEL004732	12	17	20	14
AAEL004719	90	75	69	107
AAEL023948	2	3	7	0
AAEL025526	1	0	0	0
AAEL004727	120	196	53	133
AAEL024552	0	0	0	0
AAEL004712	0	0	0	0
AAEL004735	0	0	0	0
AAEL004715	335	363	504	335
AAEL004716	895	1365	1125	943
AAEL004718	61	67	15	42
AAEL020326	0	0	0	0
AAEL004710	160	253	152	193
AAEL025012	0	0	0	0
AAEL023352	4	14	0	4
AAEL004726	170	174	233	212
AAEL004711	18	20	16	19
AAEL028037	1269	1874	1185	1356
AAEL021478	0	0	0	0
AAEL026180	0	0	0	0
AAEL004717	0	0	0	0
AAEL004731	145	189	159	210
AAEL004734	172	202	99	162
AAEL004713	235	290	186	245
AAEL004724	6	2	9	2
AAEL004709	577	769	544	559
AAEL026708	0	0	0	0
AAEL004728	200	156	164	118
AAEL025094	0	0	3	0
AAEL023457	0	0	2	0
AAEL023262	5	1	2	0
AAEL004730	0	0	9	2
AAEL004729	0	2	13	1
AAEL004736	0	0	1	0
AAEL004725	18	18	3	22
AAEL022597	0	0	0	2
AAEL022850	0	0	0	0
AAEL004733	412	520	471	506
AAEL009951	126	151	154	215
AAEL009948	246	289	195	185
AAEL020529	1	0	2	1
AAEL025572	32	60	7	44
AAEL010154	142	151	112	103
AAEL023484	0	0	0	0
AAEL010157	0	0	0	0
AAEL019583	139	373	35	171
AAEL005649	2	2	0	7
AAEL010158	0	1	4	3
AAEL010151	57	37	36	46
AAEL027799	0	0	0	0
AAEL020510	0	0	0	0
AAEL028184	0	0	0	2
AAEL018346	55	61	110	97
AAEL005645	14	21	26	29
AAEL005662	973	1217	884	1335
AAEL005651	1303	1170	1680	1216
AAEL025384	4	4	4	6
AAEL005648	5	5	4	2
AAEL005660	9	32	26	16
AAEL005643	113	241	73	111
AAEL005663	101	158	181	161
AAEL005653	266	337	243	270
AAEL005646	132	184	103	133
AAEL005657	3	3	0	1
AAEL017446	0	0	1	0
AAEL005655	293	442	182	344
AAEL005656	3	1	20	14
AAEL005659	110	120	116	114
AAEL018347	52	70	41	63
AAEL020008	0	2	0	1
AAEL020009	0	0	0	0
AAEL014102	0	0	4	0
AAEL025382	0	0	0	0
AAEL010866	56	81	49	49
AAEL010867	203	314	306	251
AAEL010868	14	7	3	1
AAEL012266	673	734	511	628
AAEL020149	0	0	0	0
AAEL012262	1249	1163	980	1415
AAEL012267	181	270	198	240
AAEL012264	184	167	183	156
AAEL012268	2	0	3	2
AAEL012261	227	220	148	238
AAEL012265	374	637	284	501
AAEL012263	55	107	35	82
AAEL021089	0	0	0	0
AAEL007670	34	28	46	21
AAEL020408	0	0	0	0
AAEL014653	11	21	14	17
AAEL012929	159	247	90	177
AAEL012930	431	693	296	468
AAEL023465	2	2	0	3
AAEL025510	0	0	0	0
AAEL028053	0	0	0	0
AAEL005287	0	0	0	0
AAEL020647	2	4	1	1
AAEL004325	38537	34020	34962	36569
AAEL004308	578	607	597	727
AAEL025155	0	0	0	3
AAEL022262	0	0	0	1
AAEL004319	269	392	295	297
AAEL004307	396	438	278	368
AAEL004313	2114	1277	1785	1730
AAEL021025	0	0	0	0
AAEL020587	4	9	3	6
AAEL018320	401	707	299	468
AAEL004323	2	0	1	0
AAEL004305	220	461	123	240
AAEL017495	0	0	0	0
AAEL013174	22	41	23	22
AAEL013172	187	307	127	176
AAEL013176	278	330	222	308
AAEL013177	64	87	168	97
AAEL027111	294	468	162	317
AAEL013171	636	752	617	620
AAEL025171	240	372	233	268
AAEL013170	341	544	181	383
AAEL023938	0	0	0	0
AAEL001901	10	8	7	6
AAEL025100	0	0	0	0
AAEL021965	0	0	0	0
AAEL001887	9060	11216	10379	10784
AAEL001899	1	1	1	0
AAEL001893	13	36	22	18
AAEL001911	0	0	0	0
AAEL001903	0	0	2	0
AAEL001896	1779	1494	1682	1312
AAEL001910	185	306	158	182
AAEL001906	303	562	206	370
AAEL017659	4	3	7	7
AAEL025269	0	0	0	0
AAEL001902	11	16	3	12
AAEL001915	103	224	44	157
AAEL025215	0	0	0	0
AAEL021642	0	0	0	0
AAEL001913	145	161	62	94
AAEL022834	0	0	0	0
AAEL001905	42	78	36	64
AAEL001904	349	523	262	354
AAEL024401	0	0	0	0
AAEL001909	1	0	2	1
AAEL001881	18	26	23	27
AAEL001891	72	141	37	100
AAEL001889	16	0	4	8
AAEL001898	858	959	849	797
AAEL001900	51	27	35	20
AAEL026657	0	0	0	0
AAEL001895	0	0	0	0
AAEL020699	0	0	0	0
AAEL024182	0	0	0	0
AAEL026932	2	2	1	0
AAEL001912	1	1	11	8
AAEL019902	116	320	243	163
AAEL019903	123	152	137	170
AAEL018837	1	0	0	1
AAEL001897	79	60	84	69
AAEL001882	55	40	134	77
AAEL001888	575	1123	755	884
AAEL001914	128	186	127	143
AAEL017030	1091	1012	1437	1437
AAEL001879	170	231	154	214
AAEL001883	125	146	90	155
AAEL001886	54	101	21	76
AAEL001894	1	0	0	2
AAEL001364	9	10	10	11
AAEL001368	14	14	26	30
AAEL027571	0	0	0	0
AAEL008501	102	95	158	164
AAEL008500	3048	5272	1397	3966
AAEL008505	40	48	35	36
AAEL008492	261	300	614	415
AAEL008497	73	109	61	102
AAEL008496	3	9	3	5
AAEL008493	40	67	47	40
AAEL008498	1	1	1	1
AAEL025921	723	499	659	565
AAEL008502	40	54	24	67
AAEL008495	72	89	122	68
AAEL020973	0	0	0	0
AAEL021689	0	0	0	0
AAEL005133	0	0	0	0
AAEL024554	0	0	0	0
AAEL018228	5	6	2	12
AAEL011890	170	152	274	228
AAEL020097	32	80	107	92
AAEL011882	0	3	2	0
AAEL011888	1	0	0	2
AAEL011889	0	1	0	0
AAEL011891	27	5	5	13
AAEL016975	0	0	0	0
AAEL011887	27	57	14	46
AAEL011881	791	886	715	760
AAEL026058	5	0	7	5
AAEL010116	205	206	194	220
AAEL010120	2	3	1	0
AAEL010119	65	52	132	66
AAEL019711	139	232	55	136
AAEL010117	5	9	5	8
AAEL010123	130	137	89	109
AAEL009760	352	221	327	407
AAEL009761	2	2	0	2
AAEL022003	4	4	0	1
AAEL018890	0	0	0	0
AAEL006975	1	5	4	8
AAEL006962	395	1206	1160	968
AAEL006971	616	3048	1751	1982
AAEL006968	984	1134	1191	939
AAEL006969	7	21	49	24
AAEL006964	243	148	326	319
AAEL006983	43	120	25	107
AAEL006977	1401	1465	1272	1404
AAEL006966	215	198	312	257
AAEL006970	0	0	0	1
AAEL006980	1	0	2	1
AAEL025227	0	0	0	0
AAEL021366	0	0	0	0
AAEL027397	0	1	0	0
AAEL026917	30	35	0	53
AAEL023813	0	0	0	0
AAEL006982	26	15	30	17
AAEL006961	1	6	1	3
